Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ficus-pack,Ficus Pack,"<p>Introducing this new Plant packs </p>
<p>Ficus Fun cluck pack includes </p>
<p>6in Ficus Audrey , 4in Ficus Elastica tienke and 4in Ficus Elastica Burgundy </p>
<p>Bright light is best for this Trio an East or West facing windows are ideal and Water weekly </p>",JUSTPLANTS,,,"medium Light, Medium Light High, Medium Light Low, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,36.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211001-WA0006.jpg?v=1633137517,1,,false,,,,,,,,,,,,,,,,,kg,,17.00,draft
desert-club-pack,Desert Pack,"<p>Curated Desert pack</p>
<p>high light Plants*</p>
<p>Includes </p>
<p>4in Fishbone cactus, 4in Golden Barrel Cactus, 4in Haworthia Zebrina</p>
<p>Care: Very bright light </p>
<p>Water: every 7 to days </p>
<p> </p>",JUSTPLANTS,,,"High Light, Medium Light High, package deals",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,24.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211001-WA0008.jpg?v=1633133735,1,,false,,,,,,,,,,,,,,,,,kg,,0.12,draft
mini-jungle,Mini Jungle,"<p>Mini jungle Potted center piece, mixed varieties of Non-toxic plants in a Concrete round planter </p>
<p>Includes one mushroom  glass sculpture, Preserved moss and pebbles</p>
<p>Planter dimensions: 13.7 inches diameter  by 5 inches height. </p>
<p>Plants: Bella palm, Calathea Lancifolia, peperomia angulata, pink fittonia </p>
<p>Care: bright Indirect light is best tolerates lower light levels</p>
<p>Water: 2 small cups of water dispersed around the base of the planter every 7 to 10 days.</p>
<p> </p>
<p> </p>
<p> </p>",JUSTPLANTS,,,"gift, Low light, Medium Light Low, Pet friendly, potted plant",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,99.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150518.jpg?v=1633129104,1,,false,,,,,,,,,,,,,,,,,kg,,30.00,active
mini-jungle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150443.jpg?v=1633129501,2,,,,,,,,,,,,,,,,,,,,,,
mini-jungle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150454.jpg?v=1633129105,3,,,,,,,,,,,,,,,,,,,,,,
mini-jungle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150523.jpg?v=1633129105,4,,,,,,,,,,,,,,,,,,,,,,
mini-jungle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150548.jpg?v=1633129105,5,,,,,,,,,,,,,,,,,,,,,,
mini-jungle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150530.jpg?v=1633129500,6,,,,,,,,,,,,,,,,,,,,,,
mini-jungle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150446.jpg?v=1633129105,7,,,,,,,,,,,,,,,,,,,,,,
mini-jungle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_150510.jpg?v=1633129105,8,,,,,,,,,,,,,,,,,,,,,,
plumosa-fern,Potted Plumosa Fern,"<p>Potted Plumosa fern in Concrete planter, Preserved moss and pebbles.</p>
<p>Planter dimensions: 5 inches diameter  by 3 inches tall.</p>
<p>Care:</p>
<p>Bright indirect light  is best such a North or East Facing window </p>
<p>Water: 1 small cup of water every 7 to 10 days.</p>
<p> </p>",JUSTPLANTS,,,"gift, Low light, Medium Light Low, potted plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,'93613494,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_153847.jpg?v=1633128494,1,,false,,,,,,,,,,,,,,,,,kg,,10.00,draft
plumosa-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_153838.jpg?v=1633128495,2,,,,,,,,,,,,,,,,,,,,,,
plumosa-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_153853.jpg?v=1633128494,3,,,,,,,,,,,,,,,,,,,,,,
plumosa-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_153840.jpg?v=1633128495,4,,,,,,,,,,,,,,,,,,,,,,
plumosa-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_153901.jpg?v=1633128286,5,,,,,,,,,,,,,,,,,,,,,,
plumosa-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_153856.jpg?v=1633128286,6,,,,,,,,,,,,,,,,,,,,,,
haworthia-zebra,Haworthia Zebra,"<p>Potted Haworthia zebra in a black matte ceramic planter topped with black pebbles.</p>
<p>Care</p>
<p>Light a very bright location  is best with some direct sunlight ideally </p>
<p>Water:3/4 of a cup of water every 2 weeks.</p>",JUSTPLANTS,,,"gift, Medium Light High, Medium Light Low, Pet friendly, potted plant",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,28.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_163055.jpg?v=1634609883,1,,false,,,,,,,,,,,,,,,,,kg,,12.00,active
haworthia-zebra,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_163108.jpg?v=1633128089,2,,,,,,,,,,,,,,,,,,,,,,
haworthia-zebra,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_163100.jpg?v=1633128092,3,,,,,,,,,,,,,,,,,,,,,,
haworthia-zebra,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_163118.jpg?v=1633128090,4,,,,,,,,,,,,,,,,,,,,,,
haworthia-zebra,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20210928_163050.jpg?v=1633128039,5,,,,,,,,,,,,,,,,,,,,,,
haworthia-zebra,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMAGE_EDIT_1f4900e8-da09-4e8c-824c-0f7a9e753724.png?v=1633128090,6,,,,,,,,,,,,,,,,,,,,,,
10in-dracaena-goldstar-lemon-lime,Dracaena Lemon Lime,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Dracaenas are popular houseplants that require very minimum care,</p>
<p data-mce-fragment=""1"">Enjoy Bright colors all year long </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: very bright location - tolerates lower light levels <br data-mce-fragment=""1"">Water: every two weeks allowing the soil to dry at least half way down in between waterings.<br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10 inches nursery pot. This plant is 3 ft tall </p>",JUSTPLANTS,,,"Easy care, Low light, Medium Light Low, Tropical plant",false,Material,In plastic Nursery pot,,,,,"",0.0,shopify,deny,manual,89.99,,true,true,'25211830,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125437.jpg?v=1642453310,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125532.jpg?v=1642453310,kg,,53.90,draft
10in-dracaena-goldstar-lemon-lime,,,,,,,,,In White Ceramic planter (rextured),,,,,"",0.0,,deny,manual,189.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125532.jpg?v=1642453310,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125429.jpg?v=1642453309,kg,,53.90,
10in-dracaena-goldstar-lemon-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125445.jpg?v=1642453310,3,,,,,,,,,,,,,,,,,,,,,,
10in-dracaena-goldstar-lemon-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125429.jpg?v=1642453309,4,,,,,,,,,,,,,,,,,,,,,,
10in-dracaena-goldstar-lemon-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220117_125514.jpg?v=1642453310,5,,,,,,,,,,,,,,,,,,,,,,
grow-light,Grow Light,"<p data-mce-fragment=""1"">Are your plants hurting for some light? </p>
<p data-mce-fragment=""1"">Get a boost of light with these grow lights.</p>
<p data-mce-fragment=""1"">Use SunBlaster 26 watt compact fluorescent lamps to replace your existing 60-100 watt bulbs, wherever you want to provide full-spectrum 6400 Kelvin cool natural light which is comparable to natural daylight.<br data-mce-fragment=""1"">These bulbs work well in home gardens and household applications.</p>
<br data-cke-eol=""1"" data-mce-fragment=""1"">",JUSTPLANTS,,,"grow light, growing needs",true,Title,Default Title,,,,,"",250.0,shopify,deny,manual,12.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/sunblaster.jpg?v=1633066883,1,,false,,,,,,,,,,,,,,,,,kg,,4.99,active
10in-schefflera-hawaiian-large,10IN Schefflera Hawaiian Large,"",JUSTPLANTS,,,"High Light, Large Plants, Medium Light High, Tropical plant",false,Title,Default Title,,,,,"",3000.0,shopify,deny,manual,110.00,,true,true,'98862006,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/5C2027DC-5E9E-40EB-81B0-6B8300C3ECEB.jpg?v=1633811762,1,,false,,,,,,,,,,,,,,,,,kg,,34.50,draft
10in-schefflera-hawaiian-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/B354EE9D-8CEE-4117-ABC1-6D609E6EEE11.jpg?v=1633811763,2,,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-hawaiian-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/441F1531-5326-4F9B-AE0A-9FEC6CC802E6.jpg?v=1633811768,3,,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-hawaiian,10IN Schefflera Hawaiian,"",JUSTPLANTS,,,"High Light, Large Plants, Medium Light High, Tropical plant",false,Title,Default Title,,,,,"",3000.0,shopify,deny,manual,110.00,,true,true,'79725494,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/F640BE54-F83F-44DC-94C1-A094D7C7A9A7.jpg?v=1633050897,1,,false,,,,,,,,,,,,,,,,,kg,,34.30,draft
10in-schefflera-hawaiian,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/0E239FDD-8208-4D4B-9C7A-A46728C38AC7.jpg?v=1633050896,2,,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-hawaiian,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/401C4A16-EDBF-4950-91BB-1C3091A74364.jpg?v=1633050896,3,,,,,,,,,,,,,,,,,,,,,,
4in-golden-pothos,Golden Pothos Vine,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Brighten any corner or shelf with this very easy plant, Golden pothos, are fast growing trailing plants.</p>
<p data-mce-fragment=""1"">Botanical name: Epipremnum aureum </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Low light tolerant plants, a North or East facing window will work <br data-mce-fragment=""1"">Water: every 7 to 12 days allowing the top 2-4 inches of soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested<br>Comes in 4 inches nursery pot</p>",JUSTPLANTS,,,"Easy care, Low light, Medium Light Low, Super Easy Care, Tropical plant",false,Title,Default Title,,,,,"",200.0,shopify,deny,manual,9.99,,true,true,'41550774,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/416AC871-0BE4-41C1-A0E3-24488BCD24D5.jpg?v=1639452483,1,,false,,,,,,,,,,,,,,,,,kg,,3.75,active
4in-golden-pothos,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/A28C1C64-7D81-445B-BD25-D1314278E81E.jpg?v=1633050741,2,,,,,,,,,,,,,,,,,,,,,,
4in-golden-pothos,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/8A13B4C5-4A0A-487F-8B6E-B4F1A9EA4651.jpg?v=1633050742,3,,,,,,,,,,,,,,,,,,,,,,
10in-philodendron-sellum-hope,Philodendron Hope,"<p data-mce-fragment=""1"">Bring in the Tropical vibes with this Stunning Philodendron!</p>
<p data-mce-fragment=""1"">Botanical name: <i>Philodendron Selloum</i></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Bright Location indirect light, can have a few hours of Direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings, cleaning the leaves often with avoid pests and dust accumulation. </p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested</p>",JUSTPLANTS,,,"Large Plants, Medium Light High, Medium Light Low, Tropical plant",true,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,95.00,,true,true,'25920438,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220316_162647.jpg?v=1647553514,1,,false,,,,,,,,,,,,,,,,,kg,,34.50,active
4in-hoya-retusa,Hoya Retusa,"<p data-mce-fragment=""1"">Fast growing and easy plant to care for.</p>
<p data-mce-fragment=""1"">Botanical name: Hoya Retusa</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: bright filtered light with some direct sunlight <br data-mce-fragment=""1"">Water: allow soil to dry two inches from the top down in between waterings. <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot or in a Ceramic planter</p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",200.0,shopify,deny,manual,5.99,8.99,true,true,'92988598,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/hoyar.jpg?v=1639612784,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/hoyar.jpg?v=1639612784,kg,,3.75,draft
4in-hoya-retusa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/hoyar1.jpg?v=1639612785,2,,,,,,,,,,,,,,,,,,,,,,
4in-hoya-retusa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/hoyar2.jpg?v=1639612785,3,,,,,,,,,,,,,,,,,,,,,,
4in-hoya-retusa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/hoyar3.jpg?v=1639612785,4,,,,,,,,,,,,,,,,,,,,,,
4in-hoya-retusa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/hoyar4.jpg?v=1639612785,5,,,,,,,,,,,,,,,,,,,,,,
4in-alocasia-african-mask,Alocasia Amazonica,"<p data-mce-fragment=""1"">Stunning Alocasia, dark green leaves with creamy white veins.</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: very bright indirect light <br data-mce-fragment=""1"">Water: every 7 to 10 days, allowing the soil to dry 2 inches down<br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 2 inch or 4 inch pot.</p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, Tropical plant",true,Size,"2""",,,,,"",200.0,shopify,deny,manual,2.99,,true,true,'79619254,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061499.jpg?v=1649275908,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061500.jpg?v=1649275908,kg,,2.00,active
4in-alocasia-african-mask,,,,,,,,,"4""",,,,,"",200.0,shopify,deny,manual,12.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061500.jpg?v=1649275908,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061499.jpg?v=1649275908,kg,,4.00,
4in-alocasia-african-mask,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061501.jpg?v=1649275908,3,,,,,,,,,,,,,,,,,,,,,,
mini-moss-bowl,Mini moss bowl,"<p><span>Preserved moss is one of a kind piece of art made with 100% Natural materials, a mix of Moss, Plants and Wood brings Nature indoors maintenance free.</span></p>
<p><span>Dimensions: 3.5 inches tall </span><br>Planter is made of high quality ceramic, measuring 2.5 inches tall by 2 inches diameter <br><br><span>Type of moss: Mood moss, ferns</span><br>Note: glass mushroom  sold separately </p>
<p><br><span>Custom designs are available please inquire.</span></p>",JUSTPLANTS,,,Moss Frame,false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0020.jpg?v=1632596023,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
mini-moss-bowl,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMAGE_EDIT_5789f0a4-d0d2-44f9-8df9-4ff19172e70e.png?v=1632596023,2,,,,,,,,,,,,,,,,,,,,,,
mushroom-glass-sculptures,Mushroom Glass Sculptures,"<p><span>Handmade glass mushroom on a clear spike. Different  cap color available on an ivory stem. </span></p>
<p><span>3-4cm mushroom on 2.5-3.5cm clear spike. This mushroom was made by lampworking with Effetre soft glass. This listing is for 1 mushroom.</span><br><br><span>Multiple items will be shipped together with no additional cost.</span></p>",JUSTPLANTS,,,"gift, glass sculptures",true,Color,Dotted Red,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0019.jpg?v=1632593290,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0017.jpg?v=1632593290,kg,,10.00,active
mushroom-glass-sculptures,,,,,,,,,Dotted Yellow,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0017.jpg?v=1632593290,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0015.jpg?v=1632593290,kg,,10.00,
mushroom-glass-sculptures,,,,,,,,,Magenta,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0015.jpg?v=1632593290,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0013.jpg?v=1632593291,kg,,10.00,
mushroom-glass-sculptures,,,,,,,,,Dotted gray,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0014.jpg?v=1632593290,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0014.jpg?v=1632593290,kg,,10.00,
mushroom-glass-sculptures,,,,,,,,,Gray,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0011.jpg?v=1632593291,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0011.jpg?v=1632593291,kg,,10.00,
mushroom-glass-sculptures,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0013.jpg?v=1632593291,6,,,,,,,,,,,,,,,,,,,,,,
mushroom-glass-sculptures,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20210918-WA0012.jpg?v=1632593291,7,,,,,,,,,,,,,,,,,,,,,,
4in-planter-matte,Matte Black cylinder Planter,"<p>Modern and Elegant cylinder shape Mate black planter </p>
<p>Made of ceramic <br>Dimensions:<br>4inches height  by 4 inches diameter </p>
<p>This planter doesn't have a drainage hole </p>",JUSTPLANTS,,,"4inches, ceramic planter",false,Title,Default Title,,,,,"",200.0,shopify,deny,manual,12.99,,true,true,'74926774,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/blackplanter1.jpg?v=1639609056,1,,false,,,,,,,,,,,,,,,,,kg,,4.50,draft
4in-planter-matte,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/barrelcactus1_65faa3c8-4e6f-4850-9c01-5c1a06f2dcc1.jpg?v=1639609056,2,,,,,,,,,,,,,,,,,,,,,,
4in-planter-matte,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/blackplanter.jpg?v=1639609056,3,,,,,,,,,,,,,,,,,,,,,,
4in-planter-matte,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/blackplanter2.jpg?v=1639609049,4,,,,,,,,,,,,,,,,,,,,,,
4in-planter-jeane,Round Planter Jeane,"<p>Beautiful  round shape, crackled glass and natural sanded top rim.</p>
<p>Sizes:<br>Small (fits a 4 inches nursery pot)<br>Large (fits a 6 inches nursery pot)</p>
<p>These planters don't have a drainage hole </p>",JUSTPLANTS,,,"4inches, 6inches, ceramic planter",false,Size,Small,,,,,"",0.0,shopify,deny,manual,15.99,,true,true,'66669238,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/55E16637-C668-468E-B855-9EE4AE1C4D6B.jpg?v=1632597298,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/1B6D72BE-7109-42DE-BEF4-2CD8CE87CEF4.jpg?v=1632597298,kg,,6.25,draft
4in-planter-jeane,,,,,,,,,Medium,,,,,"",0.0,shopify,deny,manual,28.99,,true,true,'07949238,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/1B6D72BE-7109-42DE-BEF4-2CD8CE87CEF4.jpg?v=1632597298,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/55E16637-C668-468E-B855-9EE4AE1C4D6B.jpg?v=1632597298,kg,,14.00,
4in-planter-jeane,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/222163ED-DD6E-4A40-8F3C-51B490CBF362.jpg?v=1632597299,3,,,,,,,,,,,,,,,,,,,,,,
4in-planter-aurora,4IN Planter Aurora,"<p>Off-white semi gloss planter </p>
<p>Fits a 4 inches nursery pot,  this planter doesn't have a drainage hole </p>",JUSTPLANTS,,,"4inches, ceramic planter",false,Title,Default Title,,,,,"",200.0,shopify,deny,manual,12.99,,true,true,'29502390,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/11C80B4D-F2E3-48A5-AA66-F91EF9821678.jpg?v=1632603166,1,,false,,,,,,,,,,,,,,,,,kg,,4.50,draft
4in-planter-aurora,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/96C9E362-F432-4583-A478-3D1F9F2F56D5.jpg?v=1632603165,2,,,,,,,,,,,,,,,,,,,,,,
4in-planter-aurora,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/27646672-5F30-488D-971F-4518C1D67B4E.jpg?v=1632528284,3,,,,,,,,,,,,,,,,,,,,,,
